Points:0	Points:1	abs_DELTA_V0	DELTA_V0
6.09073	0.0178716	1.06903e-05	1.06903e-05
5.99984	0.0177812	9.29069e-06	9.29069e-06
5.90895	0.0177029	6.8316200000000005e-06	6.8316200000000005e-06
5.81806	0.0176346	5.76396e-06	5.76396e-06
5.72716	0.0175748	5.468269999999999e-06	5.468269999999999e-06
5.63627	0.017523	3.818689999999999e-06	3.818689999999999e-06
5.54537	0.0174779	9.804999999999985e-07	9.804999999999985e-07
5.45447	0.0174384	9.881e-07	9.881e-07
5.36357	0.0174043	2.2227e-06	2.2227e-06
5.27267	0.0173744	2.002899999999999e-06	2.002899999999999e-06
5.18177	0.0173491	1.9100000000000037e-07	-1.9100000000000037e-07
5.09087	0.0173273	3.984800000000001e-06	-3.984800000000001e-06
4.99997	0.0173095	1.1697e-06	-1.1697e-06
4.90906	0.0172947	4.822000000000002e-07	-4.822000000000002e-07
4.81816	0.0172833	2.672699999999999e-06	-2.672699999999999e-06
4.72726	0.0172746	1.9669000000000014e-06	-1.9669000000000014e-06
4.63635	0.017269	5.174400000000001e-06	-5.174400000000001e-06
4.54545	0.0172659	8.6076e-06	-8.6076e-06
4.45455	0.0172657	1.0442499999999999e-05	-1.0442499999999999e-05
4.36365	0.0172683	1.1312700000000001e-05	-1.1312700000000001e-05
4.27274	0.0172737	1.2816900000000001e-05	-1.2816900000000001e-05
4.18184	0.0172821	1.4655139999999999e-05	-1.4655139999999999e-05
4.09094	0.0172935	1.451027e-05	-1.451027e-05
4.00003	0.0173078	1.4379730000000001e-05	-1.4379730000000001e-05
3.90913	0.0173257	1.647987e-05	-1.647987e-05
3.81823	0.0173467	1.918781e-05	-1.918781e-05
3.72733	0.0173718	1.820902e-05	-1.820902e-05
3.63643	0.0174009	1.8081980000000003e-05	-1.8081980000000003e-05
3.54553	0.017435	2.1174049999999998e-05	-2.1174049999999998e-05
3.45463	0.0174739	2.484005e-05	-2.484005e-05
3.36373	0.0175188	2.7413414e-05	-2.7413414e-05
3.27284	0.0175697	2.428786e-05	-2.428786e-05
3.18194	0.0176283	2.419022e-05	-2.419022e-05
3.09105	0.017695	2.812739e-05	-2.812739e-05
3.00015	0.0177717	2.922744e-05	-2.922744e-05
2.90927	0.0178605	3.117635e-05	-3.117635e-05
2.81838	0.0179629	3.14378e-05	-3.14378e-05
2.7275	0.0180812	2.73532e-05	-2.73532e-05
2.63662	0.0182199	2.6739e-05	-2.6739e-05
2.54574	0.0183813	2.658077e-05	-2.658077e-05
2.45487	0.0185751	2.0841530000000002e-05	-2.0841530000000002e-05
2.36401	0.0188052	1.7027099999999998e-05	-1.7027099999999998e-05
2.27316	0.0190897	1.37765e-05	-1.37765e-05
2.18232	0.0194465	7.410199999999999e-06	-7.410199999999999e-06
2.0915	0.0199233	5.980000000000034e-07	-5.980000000000034e-07
2.00074	0.0206059	1.6026299999999993e-05	1.6026299999999993e-05
1.91038	0.0220119	5.5522000000000015e-05	5.5522000000000015e-05
1.82061	0.0296308	0.000196762	0.000196762
1.73099	0.0461007	0.00039829799999999995	0.00039829799999999995
1.64126	0.0715858	0.0005766050000000001	0.0005766050000000001
1.55136	0.106092	0.000694414	0.000694414
1.4612	0.149638	0.000838462	0.000838462
1.3707	0.202028	0.000922997	0.000922997
1.27982	0.261922	0.000857394	0.000857394
1.18868	0.327203	0.000775109	0.000775109
1.09741	0.395672	0.000626099	0.000626099
1.00617	0.465389	0.0004595040000000001	0.0004595040000000001
0.914999	0.536135	0.000346098	0.000346098
0.823846	0.60858	0.00020014700000000002	0.00020014700000000002
0.732633	0.68342	5.6031000000000006e-05	5.6031000000000006e-05
0.641082	0.760607	4.339800000000005e-05	-4.339800000000005e-05
0.549283	0.836051	0.00019704200000000003	-0.00019704200000000003
0.457291	0.903993	0.00044233499999999997	-0.00044233499999999997
0.365196	0.958241	0.000256526	-0.000256526
0.273534	0.99297	0.000276764	0.000276764
0.182144	1.00915	0.000322698	0.000322698
0.0909425	1.0135	0.0001016676	0.0001016676
0.0	1.0135	3.476079e-05	3.476079e-05
9.0	1.01098	6.15e-06	-6.15e-06
8.90906	1.011	0.00011025300000000004	-0.00011025300000000004
8.81788	1.00781	0.0004911500000000001	-0.0004911500000000001
8.72651	0.99355	0.0010792899999999997	-0.0010792899999999997
8.63483	0.961487	0.00020753000000000004	0.00020753000000000004
8.54296	0.909111	0.00215466	0.00215466
8.45112	0.84226	0.0020815999999999994	0.0020815999999999994
8.35946	0.767183	0.0014707499999999998	0.0014707499999999998
8.26805	0.689674	0.0014810299999999995	0.0014810299999999995
8.17686	0.61433	0.0015939199999999995	0.0015939199999999995
8.08577	0.541467	0.0017567999999999998	0.0017567999999999998
7.99466	0.470389	0.0016775199999999996	0.0016775199999999996
7.90351	0.400406	0.00141096	0.00141096
7.81233	0.331462	0.001418133	0.001418133
7.72126	0.265418	0.001281884	0.001281884
7.6304	0.204475	0.001192162	0.001192162
7.53983	0.150781	0.0009720049	0.0009720049
7.44956	0.105931	0.0006602973	0.0006602973
7.35949	0.0701533	0.000448593	0.000448593
7.26958	0.0434799	0.000262688	0.000262688
7.17977	0.0259149	0.0001368758	0.0001368758
7.08987	0.0174113	6.320720000000001e-05	6.320720000000001e-05
6.99948	0.016013	3.2974308e-05	3.2974308e-05
6.90869	0.0155099	2.3377220999999998e-05	2.3377220999999998e-05
6.81784	0.0151743	1.969533e-05	1.969533e-05
6.72698	0.014919	1.612736e-05	1.612736e-05
6.63611	0.0147187	1.516583e-05	1.516583e-05
6.54523	0.0145543	1.27305e-05	1.27305e-05
6.45435	0.0144188	1.011994e-05	1.011994e-05
6.36347	0.0143052	8.79695e-06	8.79695e-06
6.27258	0.0142091	7.30832e-06	7.30832e-06
6.18168	0.0141258	6.993520000000001e-06	6.993520000000001e-06
6.09079	0.0140545	7.031375e-06	7.031375e-06
5.99989	0.0139921	6.161032e-06	6.161032e-06
5.909	0.013938	4.44546e-06	4.44546e-06
5.8181	0.0138908	3.7520000000000002e-06	3.7520000000000002e-06
5.7272	0.0138495	3.5707999999999998e-06	3.5707999999999998e-06
5.6363	0.0138137	2.4263300000000004e-06	2.4263300000000004e-06
5.5454	0.0137825	4.883500000000002e-07	4.883500000000002e-07
5.45449	0.0137551	5.168800000000004e-07	5.168800000000004e-07
5.36359	0.0137315	1.4415700000000003e-06	1.4415700000000003e-06
5.27269	0.0137109	1.32121e-06	1.32121e-06
5.18179	0.0136933	2.71940000000001e-07	-2.71940000000001e-07
5.09088	0.0136783	2.8641300000000006e-06	-2.8641300000000006e-06
4.99998	0.0136659	7.302500000000003e-07	-7.302500000000003e-07
4.90907	0.0136557	2.6365000000000043e-07	-2.6365000000000043e-07
4.81817	0.0136478	1.8041899999999997e-06	-1.8041899999999997e-06
4.72726	0.0136417	1.3612200000000003e-06	-1.3612200000000003e-06
4.63636	0.0136378	3.61678e-06	-3.61678e-06
4.54545	0.0136357	5.90781e-06	-5.90781e-06
4.45455	0.0136356	7.1398799999999995e-06	-7.1398799999999995e-06
4.36364	0.0136373	7.67928e-06	-7.67928e-06
4.27274	0.0136411	8.64405e-06	-8.64405e-06
4.18183	0.0136469	9.88944e-06	-9.88944e-06
4.09093	0.0136549	9.84604e-06	-9.84604e-06
4.00002	0.0136647	9.681309999999999e-06	-9.681309999999999e-06
3.90912	0.0136771	1.106903e-05	-1.106903e-05
3.81821	0.0136917	1.3047679999999999e-05	-1.3047679999999999e-05
3.72731	0.0137091	1.2269799999999999e-05	-1.2269799999999999e-05
3.63641	0.0137292	1.206865e-05	-1.206865e-05
3.5455	0.0137528	1.419675e-05	-1.419675e-05
3.4546	0.0137797	1.6762892e-05	-1.6762892e-05
3.3637	0.0138108	1.8397062000000003e-05	-1.8397062000000003e-05
3.2728	0.0138459	1.5999159999999998e-05	-1.5999159999999998e-05
3.1819	0.0138865	1.586454e-05	-1.586454e-05
3.091	0.0139326	1.841696e-05	-1.841696e-05
3.0001	0.0139855	1.905819e-05	-1.905819e-05
2.90921	0.0140469	2.033303e-05	-2.033303e-05
2.81831	0.0141175	2.042091e-05	-2.042091e-05
2.72742	0.0141991	1.748126e-05	-1.748126e-05
2.63653	0.0142946	1.6978459999999997e-05	-1.6978459999999997e-05
2.54565	0.0144058	1.681314e-05	-1.681314e-05
2.45476	0.0145391	1.2767809999999999e-05	-1.2767809999999999e-05
2.36389	0.0146971	1.008071e-05	-1.008071e-05
2.27301	0.0148923	7.686300000000001e-06	-7.686300000000001e-06
2.18215	0.0151367	3.072899999999999e-06	-3.072899999999999e-06
2.0913	0.0154627	1.8239000000000013e-06	1.8239000000000013e-06
2.00049	0.0159289	1.3813800000000007e-05	1.3813800000000007e-05
1.91003	0.0169603	4.45326e-05	4.45326e-05
1.82009	0.0243178	0.000172337	0.000172337
1.73028	0.0407041	0.00035642	0.00035642
1.64039	0.0662092	0.000532112	0.000532112
1.55034	0.100814	0.0006322329999999998	0.0006322329999999998
1.4601	0.144516	0.000760329	0.000760329
1.36957	0.197121	0.0008280230000000001	0.0008280230000000001
1.27874	0.257253	0.00073334	0.00073334
1.18769	0.322768	0.000661013	0.000661013
1.09652	0.391456	0.0005222	0.0005222
1.00536	0.461354	0.00036874	0.00036874
0.914256	0.532256	0.00028888399999999994	0.00028888399999999994
0.823166	0.604851	0.000170846	0.000170846
0.732027	0.679853	4.9854e-05	4.9854e-05
0.64062	0.757256	2.9406999999999957e-05	-2.9406999999999957e-05
0.548997	0.832958	0.00015328100000000012	-0.00015328100000000012
0.457189	0.901198	0.00039174	-0.00039174
0.365251	0.955763	0.00029562199999999994	-0.00029562199999999994
0.273606	0.990649	0.0001794958	0.0001794958
0.182178	1.00679	0.0002776672	0.0002776672
0.0909521	1.01098	9.63065e-05	9.63065e-05
0.0	1.01098	3.37814e-05	3.37814e-05
9.0	1.00858	1.3368000000000039e-06	1.3368000000000039e-06
8.90905	1.00859	9.655299999999998e-05	-9.655299999999998e-05
8.81786	1.00556	0.000495384	-0.000495384
8.72648	0.991362	0.0010782099999999996	-0.0010782099999999996
8.63485	0.959155	0.00011233999999999984	0.00011233999999999984
8.54313	0.906539	0.0020694100000000007	0.0020694100000000007
8.45149	0.839447	0.0017782400000000004	0.0017782400000000004
8.36	0.76416	0.00100716	0.00100716
8.26873	0.686473	0.0010672099999999999	0.0010672099999999999
8.17763	0.610986	0.0011498300000000001	0.0011498300000000001
8.0866	0.537998	0.0014332	0.0014332
7.99556	0.466792	0.0014212800000000002	0.0014212800000000002
7.90448	0.396661	0.0011112899999999998	0.0011112899999999998
7.8134	0.32754	0.0011209689999999999	0.0011209689999999999
7.7224	0.261298	0.0010908810000000001	0.0010908810000000001
7.63158	0.200145	0.0010297540000000001	0.0010297540000000001
7.54098	0.146252	0.0008431262	0.0008431262
7.45062	0.101239	0.000545078	0.000545078
7.3604	0.0653509	0.000355886	0.000355886
7.2703	0.0386306	0.0001968195	0.0001968195
7.18028	0.0211104	9.94616e-05	9.94616e-05
7.09019	0.0127957	4.4296500000000005e-05	4.4296500000000005e-05
6.99969	0.0117283	1.999233e-05	1.999233e-05
6.90886	0.0114216	1.3699831e-05	1.3699831e-05
6.81798	0.0112167	1.160484e-05	1.160484e-05
6.7271	0.0110604	9.45614e-06	9.45614e-06
6.63621	0.0109375	8.9317e-06	8.9317e-06
6.54532	0.0108364	7.51569e-06	7.51569e-06
6.45443	0.010753	6.00289e-06	6.00289e-06
6.36353	0.010683	5.22723e-06	5.22723e-06
6.27264	0.0106237	4.363604e-06	4.363604e-06
6.18174	0.0105722	4.167542e-06	4.167542e-06
6.09084	0.0105281	4.173848e-06	4.173848e-06
5.99994	0.0104895	3.6842560000000005e-06	3.6842560000000005e-06
5.90903	0.010456	2.6243e-06	2.6243e-06
5.81813	0.0104267	2.2215599999999998e-06	2.2215599999999998e-06
5.72723	0.0104011	2.13295e-06	2.13295e-06
5.63632	0.0103789	1.4283600000000003e-06	1.4283600000000003e-06
5.54542	0.0103595	2.2881999999999995e-07	2.2881999999999995e-07
5.45451	0.0103425	2.5701999999999995e-07	2.5701999999999995e-07
5.36361	0.0103279	8.647799999999996e-07	8.647799999999996e-07
5.2727	0.010315	7.950900000000004e-07	7.950900000000004e-07
5.1818	0.0103041	2.0728999999999984e-07	-2.0728999999999984e-07
5.09089	0.0102948	1.7753499999999999e-06	-1.7753499999999999e-06
4.99999	0.0102871	3.530599999999998e-07	-3.530599999999998e-07
4.90908	0.0102808	8.193000000000042e-08	-8.193000000000042e-08
4.81817	0.0102759	1.0237500000000002e-06	-1.0237500000000002e-06
4.72727	0.0102721	8.036199999999999e-07	-8.036199999999999e-07
4.63636	0.0102697	2.2707900000000005e-06	-2.2707900000000005e-06
4.54545	0.0102683	3.6281299999999996e-06	-3.6281299999999996e-06
4.45455	0.0102682	4.371770000000001e-06	-4.371770000000001e-06
4.36364	0.0102693	4.67904e-06	-4.67904e-06
4.27273	0.0102717	5.28961e-06	-5.28961e-06
4.18183	0.0102753	6.03649e-06	-6.03649e-06
4.09092	0.0102802	6.007570000000001e-06	-6.007570000000001e-06
4.00001	0.0102864	5.911249999999999e-06	-5.911249999999999e-06
3.90911	0.0102941	6.73747e-06	-6.73747e-06
3.8182	0.0103031	7.99716e-06	-7.99716e-06
3.7273	0.0103139	7.45083e-06	-7.45083e-06
3.63639	0.0103264	7.2480799999999996e-06	-7.2480799999999996e-06
3.54548	0.0103411	8.622717000000001e-06	-8.622717000000001e-06
3.45458	0.0103578	1.0251184e-05	-1.0251184e-05
3.36368	0.0103771	1.1135973999999999e-05	-1.1135973999999999e-05
3.27277	0.0103989	9.537193e-06	-9.537193e-06
3.18187	0.010424	9.38664e-06	-9.38664e-06
3.09097	0.0104526	1.0853730000000001e-05	-1.0853730000000001e-05
3.00006	0.0104854	1.124134e-05	-1.124134e-05
2.90916	0.0105234	1.202433e-05	-1.202433e-05
2.81826	0.0105671	1.202424e-05	-1.202424e-05
2.72736	0.0106175	1.013472e-05	-1.013472e-05
2.63646	0.0106765	9.77676e-06	-9.77676e-06
2.54557	0.010745	9.701540000000001e-06	-9.701540000000001e-06
2.45467	0.0108271	7.11695e-06	-7.11695e-06
2.36378	0.0109243	5.353310000000001e-06	-5.353310000000001e-06
2.2729	0.0110441	3.7783999999999993e-06	-3.7783999999999993e-06
2.18201	0.0111937	7.14800000000002e-07	-7.14800000000002e-07
2.09114	0.0113928	2.451200000000001e-06	2.451200000000001e-06
2.00029	0.0116768	1.0127900000000002e-05	1.0127900000000002e-05
1.90973	0.0123865	3.164799999999999e-05	3.164799999999999e-05
1.8196	0.0195263	0.00012975440000000002	0.00012975440000000002
1.72959	0.0358552	0.000283833	0.000283833
1.6395	0.0613946	0.00046931200000000005	0.00046931200000000005
1.5493	0.0961024	0.000553995	0.000553995
1.45895	0.139955	0.0006564730000000001	0.0006564730000000001
1.36839	0.192758	0.0007019960000000001	0.0007019960000000001
1.27759	0.253099	0.0005884239999999999	0.0005884239999999999
1.18661	0.318812	0.00052632	0.00052632
1.09554	0.387683	0.00040239099999999994	0.00040239099999999994
1.00446	0.457729	0.0002802060000000001	0.0002802060000000001
0.913417	0.52876	0.00022625199999999997	0.00022625199999999997
0.822386	0.601479	0.00013640999999999995	0.00013640999999999995
0.731319	0.676612	3.7501000000000006e-05	3.7501000000000006e-05
0.640052	0.754192	3.1760000000000035e-05	-3.1760000000000035e-05
0.548605	0.830103	0.000118465	-0.000118465
0.456989	0.898583	0.000327735	-0.000327735
0.365227	0.953409	0.00030257399999999995	-0.00030257399999999995
0.273628	0.988425	0.00010341200999999999	0.00010341200999999999
0.182192	1.00453	0.00023143079999999997	0.00023143079999999997
0.0909598	1.00858	8.505825e-05	8.505825e-05
0.0	1.00858	2.94051e-05	2.94051e-05
9.0	1.00629	1.6426000000000036e-06	-1.6426000000000036e-06
8.90905	1.00629	7.4959e-05	-7.4959e-05
8.81787	1.00339	0.00046872600000000004	-0.00046872600000000004
8.72651	0.989255	0.0010079	-0.0010079
8.63498	0.956942	2.339999999999981e-05	-2.339999999999981e-05
8.54343	0.904147	0.0016172400000000007	0.0016172400000000007
8.45198	0.83688	0.0012306599999999997	0.0012306599999999997
8.36068	0.761441	0.00061531	0.00061531
8.26954	0.683622	0.0008361000000000002	0.0008361000000000002
8.17851	0.608028	0.00076873	0.00076873
8.08753	0.534945	0.0009454699999999999	0.0009454699999999999
7.99655	0.463642	0.00106121	0.00106121
7.90555	0.393399	0.0008318379999999999	0.0008318379999999999
7.81455	0.324143	0.00081728	0.00081728
7.72362	0.257743	0.000829818	0.000829818
7.63282	0.196417	0.0007893406	0.0007893406
7.54218	0.14235	0.0006523098	0.0006523098
7.45169	0.0971859	0.00040881450000000003	0.00040881450000000003
7.36131	0.0611882	0.000250111	0.000250111
7.271	0.03441	0.000131066	0.000131066
7.18076	0.0169085	6.4433e-05	6.4433e-05
7.09046	0.00873397	2.8577799999999996e-05	2.8577799999999996e-05
6.99985	0.0079278	1.029922e-05	1.029922e-05
6.90898	0.00777414	6.605614e-06	6.605614e-06
6.81809	0.0076712	5.630064e-06	5.630064e-06
6.72719	0.0075923	4.60853e-06	4.60853e-06
6.63629	0.0075301	4.42122e-06	4.42122e-06
6.54539	0.00747879	3.78213e-06	3.78213e-06
6.45449	0.00743636	3.0811799999999997e-06	3.0811799999999997e-06
6.36359	0.00740065	2.711193e-06	2.711193e-06
6.27268	0.00737038	2.27372e-06	2.27372e-06
6.18178	0.00734408	2.1449569999999997e-06	2.1449569999999997e-06
6.09087	0.0073215	2.11899e-06	2.11899e-06
5.99997	0.00730172	1.8760049999999998e-06	1.8760049999999998e-06
5.90906	0.00728453	1.3439799999999998e-06	1.3439799999999998e-06
5.81816	0.00726953	1.1693300000000002e-06	1.1693300000000002e-06
5.72725	0.00725636	1.14905e-06	1.14905e-06
5.63634	0.00724495	7.950100000000001e-07	7.950100000000001e-07
5.54544	0.00723499	1.7922000000000004e-07	1.7922000000000004e-07
5.45453	0.00722626	1.819600000000003e-07	1.819600000000003e-07
5.36362	0.00721872	4.848e-07	4.848e-07
5.27272	0.00721212	4.4176999999999975e-07	4.4176999999999975e-07
5.18181	0.0072065	7.636999999999983e-08	-7.636999999999983e-08
5.0909	0.00720169	8.543399999999999e-07	-8.543399999999999e-07
4.99999	0.00719772	8.508000000000012e-08	-8.508000000000012e-08
4.90909	0.00719446	5.0829999999999986e-08	5.0829999999999986e-08
4.81818	0.00719193	4.308899999999997e-07	-4.308899999999997e-07
4.72727	0.00718998	3.4934000000000003e-07	-3.4934000000000003e-07
4.63636	0.00718874	1.13027e-06	-1.13027e-06
4.54545	0.00718805	1.8143799999999994e-06	-1.8143799999999994e-06
4.45455	0.00718801	2.1936300000000005e-06	-2.1936300000000005e-06
4.36364	0.00718858	2.34108e-06	-2.34108e-06
4.27273	0.0071898	2.6508200000000002e-06	-2.6508200000000002e-06
4.18182	0.00719165	3.0191599999999996e-06	-3.0191599999999996e-06
4.09091	0.00719419	3.01031e-06	-3.01031e-06
4.00001	0.00719736	2.97381e-06	-2.97381e-06
3.9091	0.00720133	3.4041300000000006e-06	-3.4041300000000006e-06
3.81819	0.00720598	4.082288e-06	-4.082288e-06
3.72728	0.00721154	3.794013e-06	-3.794013e-06
3.63638	0.00721798	3.666021e-06	-3.666021e-06
3.54547	0.00722551	4.3825020000000004e-06	-4.3825020000000004e-06
3.45456	0.0072341	5.2272725e-06	-5.2272725e-06
3.36366	0.00724402	5.64163e-06	-5.64163e-06
3.27275	0.00725523	4.798794e-06	-4.798794e-06
3.18184	0.00726815	4.72404e-06	-4.72404e-06
3.09094	0.0072828	5.45691e-06	-5.45691e-06
3.00003	0.00729963	5.66197e-06	-5.66197e-06
2.90913	0.00731908	6.05843e-06	-6.05843e-06
2.81822	0.00734145	6.0501e-06	-6.0501e-06
2.72732	0.00736723	5.0710400000000005e-06	-5.0710400000000005e-06
2.63641	0.00739734	4.86142e-06	-4.86142e-06
2.54551	0.00743228	4.82964e-06	-4.82964e-06
2.45461	0.00747407	3.53592e-06	-3.53592e-06
2.36371	0.00752339	2.6729700000000005e-06	-2.6729700000000005e-06
2.27281	0.00758407	1.8816900000000003e-06	-1.8816900000000003e-06
2.18191	0.00765959	3.0956000000000013e-07	-3.0956000000000013e-07
2.09102	0.00775975	1.2001000000000006e-06	1.2001000000000006e-06
2.00014	0.00790195	4.643900000000001e-06	4.643900000000001e-06
1.90948	0.00835755	1.8142599999999998e-05	1.8142599999999998e-05
1.81916	0.015333	8.401659999999999e-05	8.401659999999999e-05
1.72891	0.0316325	0.00020152399999999996	0.00020152399999999996
1.63862	0.0572193	0.00037211899999999997	0.00037211899999999997
1.54824	0.0920312	0.000446883	0.000446883
1.45777	0.136026	0.000510019	0.000510019
1.36715	0.189002	0.000522898	0.000522898
1.27637	0.249517	0.000415682	0.000415682
1.18545	0.315388	0.00036921599999999996	0.00036921599999999996
1.09446	0.3844	0.000280828	0.000280828
1.00345	0.454556	0.00019748599999999997	0.00019748599999999997
0.912469	0.525685	0.00016501099999999996	0.00016501099999999996
0.821492	0.598498	0.00010549400000000003	0.00010549400000000003
0.730492	0.673732	2.8738999999999956e-05	2.8738999999999956e-05
0.639356	0.751442	2.9147000000000038e-05	-2.9147000000000038e-05
0.548082	0.827504	8.702600000000003e-05	-8.702600000000003e-05
0.456664	0.896158	0.00026243800000000004	-0.00026243800000000004
0.365098	0.951179	0.000276942	-0.000276942
0.273584	0.986289	4.694e-05	4.694e-05
0.182176	1.00236	0.0001779714	0.0001779714
0.090963	1.00629	6.717703e-05	6.717703e-05
0.0	1.00629	2.007172e-05	2.007172e-05
9.0	1.00409	3.0604000000000004e-06	-3.0604000000000004e-06
8.90905	1.0041	4.35736e-05	-4.35736e-05
8.81792	1.0013	0.000354117	-0.000354117
8.72662	0.987217	0.0007809500000000001	-0.0007809500000000001
8.63523	0.954844	0.00023054999999999994	-0.00023054999999999994
8.54388	0.901945	0.0008996900000000003	0.0008996900000000003
8.45263	0.834579	0.0006934800000000002	0.0006934800000000002
8.3615	0.759055	0.0002562100000000002	0.0002562100000000002
8.27047	0.681156	0.00054707	0.00054707
8.17951	0.605491	0.00049828	0.00049828
8.08858	0.532345	0.0005802049999999999	0.0005802049999999999
7.99765	0.460978	0.0007085669999999999	0.0007085669999999999
7.9067	0.390663	0.000555017	0.000555017
7.81577	0.321317	0.0005386709999999999	0.0005386709999999999
7.72488	0.254805	0.000530142	0.000530142
7.63408	0.193346	0.0004919843	0.0004919843
7.54337	0.139137	0.0004258044	0.0004258044
7.45275	0.0938428	0.0002731565	0.0002731565
7.36218	0.0577421	0.00014989879999999998	0.00014989879999999998
7.27166	0.0308994	7.77229e-05	7.77229e-05
7.18118	0.0133913	3.774773e-05	3.774773e-05
7.09067	0.00530237	1.676835e-05	1.676835e-05
6.99995	0.00467339	4.81134e-06	4.81134e-06
6.90906	0.00462313	2.845383e-06	2.845383e-06
6.81815	0.00458926	2.368776e-06	2.368776e-06
6.72725	0.00456316	1.925482e-06	1.925482e-06
6.63634	0.00454249	1.874782e-06	1.874782e-06
6.54543	0.00452538	1.6245759999999998e-06	1.6245759999999998e-06
6.45453	0.00451118	1.3473639999999999e-06	1.3473639999999999e-06
6.36362	0.00449921	1.190404e-06	1.190404e-06
6.27271	0.00448903	9.89988e-07	9.89988e-07
6.18181	0.00448018	9.191672e-07	9.191672e-07
6.0909	0.00447256	8.939814e-07	8.939814e-07
5.99999	0.00446588	7.819651e-07	7.819651e-07
5.90908	0.00446007	5.5217e-07	5.5217e-07
5.81817	0.004455	4.89479e-07	4.89479e-07
5.72727	0.00445053	4.86021e-07	4.86021e-07
5.63636	0.00444666	3.2892700000000004e-07	3.2892700000000004e-07
5.54545	0.00444329	5.5e-08	5.5e-08
5.45454	0.00444032	4.0920000000000025e-08	4.0920000000000025e-08
5.36363	0.00443776	1.6515000000000002e-07	1.6515000000000002e-07
5.27272	0.00443552	1.47256e-07	1.47256e-07
5.18181	0.00443361	9.705200000000004e-08	-9.705200000000004e-08
5.09091	0.00443197	4.376169999999999e-07	-4.376169999999999e-07
5.0	0.00443062	6.668599999999997e-08	-6.668599999999997e-08
4.90909	0.00442951	2.610000000000048e-10	-2.610000000000048e-10
4.81818	0.00442865	2.2014300000000004e-07	-2.2014300000000004e-07
4.72727	0.00442798	1.9350499999999996e-07	-1.9350499999999996e-07
4.63636	0.00442756	5.48162e-07	-5.48162e-07
4.54545	0.00442733	8.52253e-07	-8.52253e-07
4.45455	0.00442731	1.013807e-06	-1.013807e-06
4.36364	0.00442751	1.065846e-06	-1.065846e-06
4.27273	0.00442792	1.180274e-06	-1.180274e-06
4.18182	0.00442855	1.33318e-06	-1.33318e-06
4.09091	0.00442942	1.341696e-06	-1.341696e-06
4.0	0.00443049	1.312857e-06	-1.312857e-06
3.90909	0.00443185	1.5016389999999998e-06	-1.5016389999999998e-06
3.81819	0.00443343	1.831324e-06	-1.831324e-06
3.72728	0.00443532	1.6973999999999998e-06	-1.6973999999999998e-06
3.63637	0.00443751	1.62381e-06	-1.62381e-06
3.54546	0.00444007	1.914025e-06	-1.914025e-06
3.45455	0.00444298	2.2754432e-06	-2.2754432e-06
3.36364	0.00444635	2.4448579999999998e-06	-2.4448579999999998e-06
3.27273	0.00445015	2.046593e-06	-2.046593e-06
3.18183	0.00445453	2.0189140000000002e-06	-2.0189140000000002e-06
3.09092	0.00445949	2.3226359999999997e-06	-2.3226359999999997e-06
3.00001	0.00446518	2.382778e-06	-2.382778e-06
2.9091	0.00447174	2.546938e-06	-2.546938e-06
2.81819	0.00447929	2.516672e-06	-2.516672e-06
2.72729	0.00448797	2.05108e-06	-2.05108e-06
2.63638	0.0044981	1.941916e-06	-1.941916e-06
2.54547	0.00450982	1.9105020000000002e-06	-1.9105020000000002e-06
2.45457	0.0045238	1.342122e-06	-1.342122e-06
2.36366	0.00454025	9.886700000000002e-07	-9.886700000000002e-07
2.27275	0.00456043	6.495700000000001e-07	-6.495700000000001e-07
2.18185	0.00458543	4.718000000000003e-08	4.718000000000003e-08
2.09094	0.00461841	6.837400000000002e-07	6.837400000000002e-07
2.00004	0.00466492	1.95258e-06	1.95258e-06
1.9093	0.00494787	7.332599999999998e-06	7.332599999999998e-06
1.81876	0.0118197	4.010229999999999e-05	4.010229999999999e-05
1.72828	0.0281175	0.0001173144	0.0001173144
1.63777	0.0537611	0.0002375967	0.0002375967
1.54721	0.0886718	0.000291095	0.000291095
1.45659	0.13279	0.000318825	0.000318825
1.3659	0.185909	0.00031323099999999997	0.00031323099999999997
1.2751	0.246558	0.00023871800000000001	0.00023871800000000001
1.18423	0.312543	0.00022344499999999999	0.00022344499999999999
1.0933	0.381649	0.00018182500000000002	0.00018182500000000002
1.00235	0.451877	0.00012280199999999998	0.00012280199999999998
0.911414	0.52307	0.00010515900000000001	0.00010515900000000001
0.820482	0.595945	8.212899999999999e-05	8.212899999999999e-05
0.729537	0.671244	3.1138e-05	3.1138e-05
0.638516	0.749035	2.238299999999995e-05	-2.238299999999995e-05
0.547402	0.825184	5.9157999999999965e-05	-5.9157999999999965e-05
0.456181	0.893936	0.00019163000000000003	-0.00019163000000000003
0.36483	0.949072	0.000221939	-0.000221939
0.273448	0.984231	7.795600000000004e-06	7.795600000000004e-06
0.182121	1.00026	0.0001174004	0.0001174004
0.0909588	1.00409	4.5480259999999996e-05	4.5480259999999996e-05
0.0	1.00409	1.0927679999999999e-05	1.0927679999999999e-05
9.0	1.002	6.500000000000006e-07	6.500000000000006e-07
8.90907	1.002	1.19227e-05	-1.19227e-05
8.81802	0.999261	0.000167031	-0.000167031
8.72686	0.985231	0.0004207	-0.0004207
8.63566	0.952857	0.00022744999999999992	-0.00022744999999999992
8.54453	0.899946	0.0003374799999999998	0.0003374799999999998
