Points:0	Points:1	abs_DELTA_U0	DELTA_U0
8.63715	0.995805	0.0063227000000000005	0.0063227000000000005
8.54451	0.948164	0.0055049999999999995	0.0055049999999999995
8.4509	0.886468	0.0049555	0.0049555
8.35729	0.81613	0.004708800000000001	0.004708800000000001
8.26429	0.742569	0.00422528	0.00422528
8.17198	0.670342	0.003997649999999999	0.003997649999999999
8.0801	0.600165	0.00384944	0.00384944
7.98823	0.531801	0.0037142799999999995	0.0037142799999999995
7.89615	0.464881	0.00359865	0.00359865
7.80379	0.399444	0.0034774700000000003	0.0034774700000000003
7.71156	0.337069	0.0033478800000000006	0.0033478800000000006
7.61979	0.279619	0.0032471799999999997	0.0032471799999999997
7.52887	0.22887	0.00319062	0.00319062
7.43893	0.186031	0.0031881	0.0031881
7.34973	0.151264	0.0032203099999999997	0.0032203099999999997
7.26105	0.12448	0.003285933	0.003285933
7.17263	0.105354	0.0034065870000000004	0.0034065870000000004
7.08409	0.0933046	0.0035849409999999995	0.0035849409999999995
6.99484	0.0866886	0.003804357	0.003804357
6.90495	0.0825729	0.004034475	0.004034475
6.81473	0.079696	0.00425614	0.00425614
6.72434	0.0775084	0.004463003	0.004463003
6.63385	0.075788	0.004645921	0.004645921
6.54328	0.0743858	0.0048034900000000005	0.0048034900000000005
6.45265	0.0732306	0.00494107045	0.00494107045
6.36197	0.0722642	0.005059058	0.005059058
6.27126	0.071447	0.0051522930000000005	0.0051522930000000005
6.18053	0.0707442	0.005225882	0.005225882
6.08977	0.070141	0.005292663	0.005292663
5.99899	0.0696166	0.005354582	0.005354582
5.9082	0.0691617	0.005402087999999999	0.005402087999999999
5.81739	0.0687657	0.00544035	0.00544035
5.72657	0.0684194	0.00547664	0.00547664
5.63575	0.0681191	0.00550418	0.00550418
5.54491	0.0678576	0.005515849999999999	0.005515849999999999
5.45407	0.0676292	0.00551233	0.00551233
5.36322	0.0674317	0.00549914	0.00549914
5.27237	0.0672598	0.0054757799999999995	0.0054757799999999995
5.18151	0.0671131	0.00544901	0.00544901
5.09065	0.0669882	0.00541504	0.00541504
4.99978	0.0668847	0.0053546900000000005	0.0053546900000000005
4.90892	0.0668	0.005277499999999999	0.005277499999999999
4.81805	0.066734	0.00520049	0.00520049
4.72718	0.0666838	0.00512285	0.00512285
4.63631	0.0666512	0.00503723	0.00503723
4.54543	0.0666337	0.00493793	0.00493793
4.45456	0.0666325	0.004812744	0.004812744
4.36369	0.0666476	0.004665042	0.004665042
4.27282	0.066679	0.004507781	0.004507781
4.18195	0.0667271	0.0043378665999999995	0.0043378665999999995
4.09108	0.0667928	0.004148451	0.004148451
4.00021	0.0668754	0.00395015	0.00395015
3.90935	0.0669781	0.0037507	0.0037507
3.81849	0.0670999	0.0035424000000000002	0.0035424000000000002
3.72763	0.0672444	0.0033234	0.0033234
3.63678	0.0674129	0.00309855	0.00309855
3.54593	0.0676091	0.0028639100000000003	0.0028639100000000003
3.45508	0.0678343	0.0026114600000000003	0.0026114600000000003
3.36425	0.0680937	0.00234211	0.00234211
3.27342	0.068389	0.00205371	0.00205371
3.1826	0.0687285	0.0017529700000000004	0.0017529700000000004
3.09179	0.0691161	0.0014397099999999994	0.0014397099999999994
3.001	0.069562	0.0011128300000000004	0.0011128300000000004
2.91022	0.0700779	0.0007773599999999995	0.0007773599999999995
2.81946	0.0706736	0.00043119000000000057	0.00043119000000000057
2.72872	0.071364	8.580000000000046e-05	8.580000000000046e-05
2.63801	0.072172	0.00025182999999999976	-0.00025182999999999976
2.54733	0.0731188	0.0005776399999999999	-0.0005776399999999999
2.45669	0.0742517	0.00088447	-0.00088447
2.36611	0.0756069	0.0011663999999999997	-0.0011663999999999997
2.2756	0.0772792	0.0014181000000000003	-0.0014181000000000003
2.1852	0.079383	0.0016333499999999996	-0.0016333499999999996
2.09496	0.0821652	0.0017915299999999995	-0.0017915299999999995
2.00501	0.0860514	0.0018925	-0.0018925
1.91567	0.0922054	0.0019422400000000005	-0.0019422400000000005
1.82707	0.103445	0.00195034	-0.00195034
1.73867	0.1216	0.0019371199999999996	-0.0019371199999999996
1.65004	0.147411	0.0019064800000000003	-0.0019064800000000003
1.56093	0.181158	0.0018407900000000006	-0.0018407900000000006
1.47109	0.223024	0.00174866	-0.00174866
1.38029	0.272803	0.0016661699999999998	-0.0016661699999999998
1.28864	0.329483	0.0015900000000000003	-0.0015900000000000003
1.19642	0.39135	0.00149716	-0.00149716
1.10406	0.456473	0.0013755499999999997	-0.0013755499999999997
1.01195	0.523305	0.0012117699999999996	-0.0012117699999999996
0.920086	0.591486	0.0010204899999999998	-0.0010204899999999998
0.828247	0.661432	0.0008024999999999998	-0.0008024999999999998
0.736156	0.733493	0.0006053500000000002	-0.0006053500000000002
0.64307	0.806974	0.00037823999999999974	-0.00037823999999999974
0.549497	0.878029	0.00015416999999999991	-0.00015416999999999991
0.455868	0.941086	0.000942416	-0.000942416
0.362759	0.990604	0.00357008	-0.00357008
0.271636	1.02308	0.00518944	-0.00518944
0.18135	1.03969	0.003886699999999998	-0.003886699999999998
0.090908	1.04595	0.0017056000000000016	-0.0017056000000000016
0.0	1.04595	0.0006800999999999995	-0.0006800999999999995
9.0	1.04202	0.0008155000000000003	0.0008155000000000003
8.9091	1.042	0.002353600000000001	0.002353600000000001
8.81859	1.03679	0.0048687	0.0048687
8.72822	1.02172	0.0061534	0.0061534
8.63685	0.991935	0.006237000000000003	0.006237000000000003
8.54425	0.943774	0.005422400000000001	0.005422400000000001
8.4508	0.881484	0.004916	0.004916
8.35737	0.810584	0.004629100000000001	0.004629100000000001
8.26453	0.736547	0.004118190000000001	0.004118190000000001
8.17234	0.663941	0.00390248	0.00390248
8.08054	0.593439	0.003765850000000001	0.003765850000000001
7.98875	0.524754	0.0036362300000000007	0.0036362300000000007
7.89676	0.457483	0.0035176799999999996	0.0035176799999999996
7.80451	0.391653	0.00339503	0.00339503
7.71239	0.328875	0.00326105	0.00326105
7.62072	0.271053	0.00315411	0.00315411
7.52986	0.219999	0.00309025	0.00309025
7.43992	0.176963	0.0030757599999999994	0.0030757599999999994
7.35066	0.142111	0.003090841	0.003090841
7.2619	0.115366	0.0031392819999999997	0.0031392819999999997
7.17338	0.0964263	0.0032483729999999997	0.0032483729999999997
7.08473	0.0847434	0.0034222109999999997	0.0034222109999999997
6.99539	0.0786231	0.003644436	0.003644436
6.9054	0.0748956	0.0038819189999999997	0.0038819189999999997
6.81511	0.0723071	0.004110951	0.004110951
6.72466	0.0703416	0.004322682	0.004322682
6.63412	0.0687978	0.004509871	0.004509871
6.54351	0.0675395	0.0046733085	0.0046733085
6.45285	0.0665035	0.0048152513	0.0048152513
6.36215	0.065637	0.0049363869999999995	0.0049363869999999995
6.27142	0.0649045	0.005031635	0.005031635
6.18067	0.0642742	0.005106586999999999	0.005106586999999999
6.08989	0.0637335	0.005177337	0.005177337
5.9991	0.0632633	0.00524367	0.00524367
5.90829	0.0628554	0.005294079	0.005294079
5.81748	0.0625004	0.00533455	0.00533455
5.72665	0.0621899	0.00537321	0.00537321
5.63581	0.0619208	0.00540308	0.00540308
5.54497	0.0616863	0.00541692	0.00541692
5.45412	0.0614816	0.00541607	0.00541607
5.36327	0.0613046	0.00540516	0.00540516
5.27241	0.0611505	0.00538423	0.00538423
5.18154	0.061019	0.0053605	0.0053605
5.09068	0.0609069	0.00532907	0.00532907
4.99981	0.0608142	0.00527165	0.00527165
4.90894	0.0607383	0.00519922	0.00519922
4.81806	0.0606791	0.0051268600000000004	0.0051268600000000004
4.72719	0.0606341	0.00505403	0.00505403
4.63631	0.0606048	0.00497296	0.00497296
4.54544	0.0605891	0.00487678	0.00487678
4.45456	0.0605881	0.004754443	0.004754443
4.36368	0.0606016	0.00460958	0.00460958
4.27281	0.0606298	0.004455101	0.004455101
4.18193	0.0606729	0.004288216	0.004288216
4.09106	0.0607318	0.004103165000000001	0.004103165000000001
4.00019	0.0608059	0.003910226	0.003910226
3.90932	0.060898	0.0037149999999999996	0.0037149999999999996
3.81845	0.0610071	0.00350829	0.00350829
3.72759	0.0611367	0.00329139	0.00329139
3.63673	0.0612877	0.0030714800000000006	0.0030714800000000006
3.54588	0.0614637	0.0028410899999999997	0.0028410899999999997
3.45503	0.0616655	0.00259048	0.00259048
3.36418	0.0618981	0.00232311	0.00232311
3.27334	0.0621627	0.0020378400000000004	0.0020378400000000004
3.18252	0.0624671	0.00174004	0.00174004
3.0917	0.0628146	0.00142896	0.00142896
3.00089	0.0632142	0.0011039699999999993	0.0011039699999999993
2.9101	0.0636768	0.0007712399999999994	0.0007712399999999994
2.81932	0.0642109	0.00042617999999999996	0.00042617999999999996
2.72856	0.0648299	8.107999999999987e-05	8.107999999999987e-05
2.63783	0.0655546	0.0002540799999999994	-0.0002540799999999994
2.54713	0.0664034	0.0005759299999999997	-0.0005759299999999997
2.45646	0.0674197	0.0008771099999999995	-0.0008771099999999995
2.36584	0.0686351	0.0011525800000000003	-0.0011525800000000003
2.27529	0.0701358	0.00139799	-0.00139799
2.18483	0.0720247	0.00160887	-0.00160887
2.09453	0.0745285	0.0017619999999999997	-0.0017619999999999997
2.00448	0.0780414	0.00185878	-0.00185878
1.91504	0.083704	0.0019082400000000003	-0.0019082400000000003
1.82633	0.0945523	0.0019190400000000003	-0.0019190400000000003
1.73783	0.112498	0.0019128600000000002	-0.0019128600000000002
1.64911	0.138251	0.00188959	-0.00188959
1.55994	0.172065	0.0018266900000000002	-0.0018266900000000002
1.4701	0.214113	0.0017303999999999996	-0.0017303999999999996
1.37935	0.264181	0.0016410699999999997	-0.0016410699999999997
1.28778	0.321227	0.0015580900000000003	-0.0015580900000000003
1.19568	0.383494	0.0014581899999999998	-0.0014581899999999998
1.10343	0.449013	0.0013265200000000003	-0.0013265200000000003
1.01142	0.516198	0.0011490699999999999	-0.0011490699999999999
0.919628	0.5847	0.0009452800000000002	-0.0009452800000000002
0.827867	0.654965	0.0007134799999999998	-0.0007134799999999998
0.735882	0.727389	0.0005060200000000003	-0.0005060200000000003
0.642962	0.801342	0.0002807999999999999	-0.0002807999999999999
0.549576	0.872949	3.728999999999972e-05	-3.728999999999972e-05
0.456108	0.936605	0.00063301	-0.00063301
0.363077	0.98667	0.00329911	-0.00329911
0.271873	1.0194	0.0054642300000000005	-0.0054642300000000005
0.181447	1.03596	0.0046901999999999985	-0.0046901999999999985
0.0909063	1.04202	0.0028088	-0.0028088
0.0	1.04202	0.0018928	-0.0018928
9.0	1.03825	0.0005748000000000003	-0.0005748000000000003
8.9091	1.03825	0.0010883000000000004	0.0010883000000000004
8.8185	1.03326	0.004052900000000002	0.004052900000000002
8.728	1.01827	0.0058531	0.0058531
8.63656	0.988233	0.006047199999999999	0.006047199999999999
8.54401	0.939564	0.005263500000000001	0.005263500000000001
8.45071	0.8767	0.0048860000000000015	0.0048860000000000015
8.35746	0.80526	0.004569499999999999	0.004569499999999999
8.26477	0.730769	0.0040087000000000005	0.0040087000000000005
8.17269	0.657802	0.0038020099999999998	0.0038020099999999998
8.08098	0.586991	0.00368116	0.00368116
7.98926	0.517999	0.0035577300000000003	0.0035577300000000003
7.89736	0.450389	0.00343717	0.00343717
7.80522	0.384177	0.0033081300000000003	0.0033081300000000003
7.71322	0.321008	0.0031685299999999997	0.0031685299999999997
7.62165	0.26282	0.0030563699999999997	0.0030563699999999997
7.53083	0.211469	0.0029853600000000003	0.0029853600000000003
7.44088	0.16824	0.00295708	0.00295708
7.35158	0.133302	0.0029524770000000002	0.0029524770000000002
7.26273	0.106592	0.0029812650000000003	0.0029812650000000003
7.17411	0.0878349	0.003076505	0.003076505
7.08536	0.0765159	0.00324429	0.00324429
6.99591	0.0708945	0.003468936	0.003468936
6.90583	0.0675479	0.0037142899999999994	0.0037142899999999994
6.81546	0.0652384	0.003950395	0.003950395
6.72497	0.0634869	0.0041664449999999995	0.0041664449999999995
6.63438	0.0621127	0.0043585475000000005	0.0043585475000000005
6.54374	0.0609925	0.0045277835	0.0045277835
6.45305	0.0600707	0.0046734640000000004	0.0046734640000000004
6.36232	0.0592997	0.004797091	0.004797091
6.27157	0.0586483	0.004894687	0.004894687
6.1808	0.0580875	0.004971763	0.004971763
6.09001	0.0576065	0.00504674	0.00504674
5.9992	0.0571881	0.00511755	0.00511755
5.90839	0.0568252	0.00517118	0.00517118
5.81756	0.0565094	0.005214099999999999	0.005214099999999999
5.72672	0.0562331	0.005255289999999999	0.005255289999999999
5.63588	0.0559937	0.00528754	0.00528754
5.54503	0.0557852	0.00530349	0.00530349
5.45417	0.0556031	0.005305229999999999	0.005305229999999999
5.36331	0.0554456	0.0052970199999999995	0.0052970199999999995
5.27244	0.0553085	0.005279590000000001	0.005279590000000001
5.18157	0.0551915	0.00525926	0.00525926
5.0907	0.0550918	0.005230439999999999	0.005230439999999999
4.99983	0.0550094	0.00517683	0.00517683
4.90895	0.0549418	0.00511011	0.00511011
4.81808	0.0548892	0.0050430100000000005	0.0050430100000000005
4.7272	0.0548491	0.00497543	0.00497543
4.63632	0.0548231	0.0048997699999999995	0.0048997699999999995
4.54544	0.054809	0.0048073199999999995	0.0048073199999999995
4.45456	0.0548081	0.004688496	0.004688496
4.36368	0.0548201	0.004547569	0.004547569
4.2728	0.0548452	0.004396837	0.004396837
4.18192	0.0548836	0.004233585000000001	0.004233585000000001
4.09104	0.0549361	0.004053606	0.004053606
4.00017	0.0550019	0.0038670729999999995	0.0038670729999999995
3.90929	0.0550839	0.0036768500000000006	0.0036768500000000006
3.81842	0.0551809	0.0034727100000000004	0.0034727100000000004
3.72755	0.0552963	0.00325913	0.00325913
3.63669	0.0554306	0.0030445	0.0030445
3.54583	0.0555872	0.00281905	0.00281905
3.45497	0.0557667	0.00257139	0.00257139
3.36412	0.0559737	0.0023062200000000003	0.0023062200000000003
3.27327	0.056209	0.0020243499999999994	0.0020243499999999994
3.18244	0.0564799	0.0017307199999999998	0.0017307199999999998
3.09161	0.0567889	0.0014236000000000006	0.0014236000000000006
3.00079	0.0571444	0.00110152	0.00110152
2.90998	0.0575559	0.00077202	0.00077202
2.81919	0.0580311	0.0004288500000000006	0.0004288500000000006
2.72841	0.0585818	8.544999999999994e-05	8.544999999999994e-05
2.63766	0.0592267	0.00024614999999999967	-0.00024614999999999967
2.54693	0.0599817	0.0005636199999999999	-0.0005636199999999999
2.45624	0.0608864	0.0008584099999999996	-0.0008584099999999996
2.36559	0.0619675	0.0011264000000000005	-0.0011264000000000005
2.27499	0.0633037	0.0013644600000000005	-0.0013644600000000005
2.18448	0.0649858	0.0015702799999999994	-0.0015702799999999994
2.09411	0.0672203	0.00171901	-0.00171901
2.00396	0.070368	0.00181407	-0.00181407
1.91442	0.0755372	0.0018644999999999998	-0.0018644999999999998
1.82561	0.0859951	0.0018797899999999992	-0.0018797899999999992
1.73701	0.103737	0.0018845100000000003	-0.0018845100000000003
1.6482	0.129435	0.0018692499999999998	-0.0018692499999999998
1.55898	0.163318	0.00180935	-0.00180935
1.46912	0.205542	0.0017104999999999998	-0.0017104999999999998
1.37841	0.255894	0.00161671	-0.00161671
1.28693	0.313299	0.0015268099999999995	-0.0015268099999999995
1.19495	0.375956	0.00141835	-0.00141835
1.10282	0.441859	0.0012803199999999997	-0.0012803199999999997
1.01089	0.509384	0.0010905999999999997	-0.0010905999999999997
0.919173	0.578193	0.0008737899999999999	-0.0008737899999999999
0.827488	0.648763	0.0006265799999999998	-0.0006265799999999998
0.735602	0.721531	0.0004089699999999998	-0.0004089699999999998
0.642845	0.795935	0.00018456999999999979	-0.00018456999999999979
0.549643	0.868072	7.585000000000014e-05	7.585000000000014e-05
0.456335	0.932307	0.0003177299999999998	-0.0003177299999999998
0.363385	0.982908	0.002946728	-0.002946728
0.272105	1.01589	0.005601330000000001	-0.005601330000000001
0.181542	1.0324	0.0054077	-0.0054077
0.090905	1.03825	0.0038924000000000007	-0.0038924000000000007
0.0	1.03825	0.003103800000000002	-0.003103800000000002
9.0	1.03465	0.0020318999999999997	-0.0020318999999999997
8.9091	1.03466	0.00020259999999999723	-0.00020259999999999723
8.81841	1.02988	0.003230199999999999	0.003230199999999999
8.72778	1.01499	0.005484099999999999	0.005484099999999999
8.63628	0.984694	0.005828099999999999	0.005828099999999999
8.54378	0.93553	0.005080099999999997	0.005080099999999997
8.45063	0.872112	0.004768100000000001	0.004768100000000001
8.35756	0.800155	0.004466320000000001	0.004466320000000001
8.26503	0.725231	0.00389108	0.00389108
8.17305	0.651922	0.0036927	0.0036927
8.08142	0.580816	0.00358041	0.00358041
7.98977	0.51153	0.0034602	0.0034602
7.89796	0.443594	0.0033447599999999996	0.0033447599999999996
7.80593	0.377012	0.00321452	0.00321452
7.71404	0.313462	0.0030722300000000004	0.0030722300000000004
7.62256	0.254919	0.0029567000000000005	0.0029567000000000005
7.5318	0.203277	0.0028759400000000004	0.0028759400000000004
7.44184	0.159857	0.00283184	0.00283184
7.35248	0.124835	0.0028067170000000002	0.0028067170000000002
7.26355	0.098156	0.002813037	0.002813037
7.17482	0.0795746	0.0028908700000000002	0.0028908700000000002
7.08597	0.0686155	0.003051071	0.003051071
6.99641	0.063495	0.00327816	0.00327816
6.90623	0.0605208	0.003531352	0.003531352
6.8158	0.0584807	0.003773936	0.003773936
6.72525	0.0569349	0.0039936253	0.0039936253
6.63463	0.0557232	0.0041903838	0.0041903838
6.54395	0.0547353	0.004365114	0.004365114
6.45323	0.0539227	0.004513728	0.004513728
6.36249	0.0532432	0.004639524999999999	0.004639524999999999
6.27172	0.0526691	0.004740165	0.004740165
6.18093	0.0521746	0.00482012	0.00482012
6.09012	0.0517508	0.00489944	0.00489944
5.9993	0.0513819	0.004974702	0.004974702
5.90847	0.051062	0.00503178	0.00503178
5.81763	0.0507836	0.00507738	0.00507738
5.72679	0.0505399	0.00512108	0.00512108
5.63594	0.0503289	0.00515572	0.00515572
5.54508	0.0501452	0.0051738800000000005	0.0051738800000000005
5.45422	0.0499845	0.00517806	0.00517806
5.36335	0.0498458	0.00517303	0.00517303
5.27248	0.0497249	0.00516016	0.00516016
5.1816	0.0496217	0.00514374	0.00514374
5.09073	0.0495338	0.00511781	0.00511781
4.99985	0.0494611	0.00506885	0.00506885
4.90897	0.0494015	0.00500861	0.00500861
4.81809	0.0493552	0.00494727	0.00494727
4.72721	0.0493198	0.00488585	0.00488585
4.63632	0.0492969	0.0048163599999999996	0.0048163599999999996
4.54544	0.0492845	0.0047279620000000005	0.0047279620000000005
4.45456	0.0492837	0.004613335	0.004613335
4.36367	0.0492942	0.0044773009999999995	0.0044773009999999995
4.27279	0.0493164	0.0043313355	0.0043313355
4.18191	0.0493502	0.004172428	0.004172428
4.09103	0.0493965	0.00399838	0.00399838
4.00015	0.0494545	0.0038193339999999997	0.0038193339999999997
3.90927	0.0495269	0.0036344800000000003	0.0036344800000000003
3.81839	0.0496124	0.00343389	0.00343389
3.72752	0.0497141	0.0032250499999999997	0.0032250499999999997
3.63665	0.0498325	0.00301622	0.00301622
3.54578	0.0499706	0.00279647	0.00279647
3.45492	0.0501288	0.00255274	0.00255274
3.36406	0.0503113	0.0022900900000000003	0.0022900900000000003
3.27321	0.0505188	0.00201247	0.00201247
3.18236	0.0507576	0.00172441	0.00172441
3.09152	0.0510299	0.0014222699999999998	0.0014222699999999998
3.00069	0.0513433	0.0011040399999999997	0.0011040399999999997
2.90987	0.0517061	0.0007783900000000003	0.0007783900000000003
2.81906	0.052125	0.00043774999999999977	0.00043774999999999977
2.72827	0.0526104	9.755000000000007e-05	9.755000000000007e-05
2.6375	0.053179	0.00022860999999999975	-0.00022860999999999975
2.54675	0.0538444	0.0005408800000000005	-0.0005408800000000005
2.45603	0.0546421	0.00082942	-0.00082942
2.36534	0.055595	0.00108968	-0.00108968
2.27471	0.0567732	0.0013199699999999993	-0.0013199699999999993
2.18415	0.0582569	0.0015202900000000005	-0.0015202900000000005
2.0937	0.0602315	0.0016662500000000002	-0.0016662500000000002
2.00347	0.0630234	0.0017617200000000005	-0.0017617200000000005
1.91383	0.0676982	0.0018161999999999996	-0.0018161999999999996
1.82491	0.0777682	0.0018388099999999998	-0.0018388099999999998
1.7362	0.0953129	0.0018543699999999997	-0.0018543699999999997
1.64731	0.120961	0.0018476599999999997	-0.0018476599999999997
1.55802	0.154912	0.00179071	-0.00179071
1.46814	0.19731	0.0016893999999999998	-0.0016893999999999998
1.37748	0.24794	0.0015909999999999995	-0.0015909999999999995
1.28609	0.305694	0.00149512	-0.00149512
1.19422	0.368729	0.0013804299999999998	-0.0013804299999999998
1.1022	0.435007	0.00123367	-0.00123367
1.01036	0.502859	0.00103064	-0.00103064
0.918718	0.571962	0.00079948	-0.00079948
0.827106	0.642821	0.0005412299999999997	-0.0005412299999999997
0.735316	0.715915	0.00031926000000000003	-0.00031926000000000003
0.642717	0.790749	8.960000000000001e-05	-8.960000000000001e-05
0.549696	0.863393	0.0001855899999999998	0.0001855899999999998
0.456548	0.928186	2.920000000000006e-06	-2.920000000000006e-06
0.363684	0.97931	0.002541327	-0.002541327
0.272329	1.01253	0.00560941	-0.00560941
0.181633	1.029	0.0059779099999999995	-0.0059779099999999995
0.0909044	1.03465	0.0048825	-0.0048825
0.0	1.03465	0.0042612000000000014	-0.0042612000000000014
9.0	1.03121	0.0033626999999999997	-0.0033626999999999997
8.9091	1.03123	0.0015859999999999971	-0.0015859999999999971
8.81832	1.02666	0.0020852999999999983	0.0020852999999999983
8.72757	1.01185	0.0049347	0.0049347
8.63601	0.981309	0.0057012	0.0057012
8.54357	0.931666	0.004984000000000001	0.004984000000000001
8.45057	0.867716	0.004584800000000002	0.004584800000000002
8.35767	0.795265	0.00431724	0.00431724
8.26529	0.71993	0.0037814800000000003	0.0037814800000000003
8.17342	0.646296	0.0035817900000000005	0.0035817900000000005
8.08186	0.574911	0.0034591299999999995	0.0034591299999999995
7.99028	0.505345	0.0033448	0.0033448
7.89856	0.437095	0.0032382599999999997	0.0032382599999999997
7.80664	0.370157	0.00310878	0.00310878
7.71486	0.306237	0.0029683599999999997	0.0029683599999999997
7.62347	0.247348	0.0028502400000000004	0.0028502400000000004
7.53275	0.195422	0.0027622899999999997	0.0027622899999999997
7.44279	0.151814	0.0027023999999999998	0.0027023999999999998
7.35337	0.116706	0.002654114	0.002654114
7.26434	0.0900544	0.002635849	0.002635849
7.17551	0.0716419	0.00269295	0.00269295
7.08655	0.0610373	0.002842636	0.002842636
6.99689	0.0564182	0.0030707829999999997	0.0030707829999999997
6.90662	0.053807	0.0033319480000000004	0.0033319480000000004
6.81613	0.0520259	0.0035805146	0.0035805146
6.72553	0.0506773	0.0038030708000000002	0.0038030708000000002
6.63486	0.049621	0.0040034218	0.0040034218
6.54415	0.0487596	0.004182936	0.004182936
6.45341	0.0480512	0.004333963000000001	0.004333963000000001
6.36264	0.0474589	0.004461385	0.004461385
6.27185	0.0469586	0.004565284	0.004565284
6.18105	0.0465274	0.004649358	0.004649358
6.09023	0.046158	0.00473378	0.00473378
5.9994	0.0458363	0.00481349	0.00481349
5.90856	0.0455573	0.0048740599999999995	0.0048740599999999995
5.81771	0.0453146	0.00492241	0.00492241
5.72685	0.0451021	0.00496862	0.00496862
5.63599	0.0449181	0.0050057	0.0050057
5.54513	0.0447579	0.00502597	0.00502597
5.45426	0.0446178	0.0050326699999999995	0.0050326699999999995
5.36339	0.0444968	0.00503138	0.00503138
5.27251	0.0443914	0.0050237500000000004	0.0050237500000000004
5.18163	0.0443015	0.00501189	0.00501189
5.09075	0.0442247	0.0049889	0.0049889
4.99987	0.0441614	0.00494473	0.00494473
4.90899	0.0441094	0.00489174	0.00489174
4.8181	0.044069	0.00483705	0.00483705
4.72722	0.0440381	0.00478257	0.00478257
4.63633	0.0440181	0.00471998	0.00471998
4.54544	0.0440073	0.004636174	0.004636174
4.45456	0.0440066	0.0045262160000000004	0.0045262160000000004
4.36367	0.0440158	0.004395901	0.004395901
4.27278	0.0440351	0.0042558039	0.0042558039
4.1819	0.0440646	0.004101838	0.004101838
4.09101	0.044105	0.003934207	0.003934207
4.00013	0.0441556	0.0037638600000000004	0.0037638600000000004
3.90925	0.0442187	0.00358495	0.00358495
3.81837	0.0442933	0.0033887400000000003	0.0033887400000000003
3.72749	0.044382	0.00318587	0.00318587
3.63661	0.0444852	0.0029832400000000003	0.0029832400000000003
3.54574	0.0446057	0.0027694899999999995	0.0027694899999999995
3.45487	0.0447437	0.0025305099999999997	0.0025305099999999997
3.364	0.0449029	0.0022711100000000002	0.0022711100000000002
3.27314	0.0450837	0.0019981599999999997	0.0019981599999999997
3.18229	0.045292	0.0017169300000000002	0.0017169300000000002
3.09144	0.0455293	0.0014210400000000002	0.0014210400000000002
3.0006	0.0458025	0.0011074500000000003	0.0011074500000000003
2.90977	0.0461189	0.0007862199999999998	0.0007862199999999998
2.81895	0.0464842	0.0004497300000000006	0.0004497300000000006
2.72814	0.0469074	0.00011535999999999925	0.00011535999999999925
2.63735	0.0474031	0.0002037899999999997	-0.0002037899999999997
2.54657	0.047983	0.0005107200000000001	-0.0005107200000000001
2.45583	0.0486786	0.0007927900000000007	-0.0007927900000000007
2.36511	0.049509	0.0010454899999999996	-0.0010454899999999996
2.27444	0.0505364	0.0012690799999999997	-0.0012690799999999997
2.18383	0.0518299	0.0014642199999999996	-0.0014642199999999996
2.09332	0.0535544	0.0016085600000000002	-0.0016085600000000002
2.003	0.0560009	0.0017067699999999998	-0.0017067699999999998
1.91325	0.0601819	0.00176824	-0.00176824
1.82423	0.069868	0.0018020199999999997	-0.0018020199999999997
1.73542	0.0872232	0.00182694	-0.00182694
1.64643	0.112825	0.0018260200000000002	-0.0018260200000000002
1.55707	0.146846	0.0017735800000000003	-0.0017735800000000003
1.46718	0.189415	0.0016710999999999996	-0.0016710999999999996
1.37656	0.240316	0.0015682999999999995	-0.0015682999999999995
1.28525	0.298411	0.0014689199999999999	-0.0014689199999999999
1.19349	0.361814	0.0013474299999999997	-0.0013474299999999997
1.10158	0.428453	0.0011913699999999998	-0.0011913699999999998
1.00983	0.496619	0.0009756299999999999	-0.0009756299999999999
0.918259	0.566004	0.0007318000000000001	-0.0007318000000000001
0.826717	0.637137	0.00046411999999999994	-0.00046411999999999994
0.735018	0.710538	0.00023689000000000002	-0.00023689000000000002
0.642575	0.785781	2.849999999999988e-06	-2.849999999999988e-06
0.549733	0.858908	0.00028472999999999997	0.00028472999999999997
0.456744	0.924237	0.00027419999999999983	0.00027419999999999983
0.363969	0.97587	0.0020885730000000003	-0.0020885730000000003
0.272544	1.00934	0.005466080000000001	-0.005466080000000001
0.181722	1.02576	0.00639759	-0.00639759
0.0909049	1.03121	0.005707400000000001	-0.005707400000000001
0.0	1.03121	0.005243399999999999	-0.005243399999999999
9.0	1.02792	0.004588399999999999	-0.004588399999999999
8.90909	1.02794	0.002993599999999999	-0.002993599999999999
8.81824	1.02359	0.0007215999999999993	0.0007215999999999993
8.72737	1.00886	0.004108799999999999	0.004108799999999999
8.63576	0.978074	0.005472999999999999	0.005472999999999999
8.54337	0.927967	0.004970500000000001	0.004970500000000001
8.45053	0.863508	0.004491899999999998	0.004491899999999998
8.3578	0.790589	0.00419748	0.00419748
8.26557	0.714865	0.00364026	0.00364026
8.1738	0.640924	0.00344926	0.00344926
8.08231	0.569276	0.0033347099999999994	0.0033347099999999994
7.99081	0.499444	0.00322058	0.00322058
7.89916	0.430892	0.00312004	0.00312004
7.80735	0.36361	0.0029899099999999997	0.0029899099999999997
7.71569	0.299334	0.00285334	0.00285334
7.62439	0.24011	0.0027381799999999998	0.0027381799999999998
7.53371	0.187905	0.0026424499999999997	0.0026424499999999997
7.44373	0.144113	0.0025662690000000004	0.0025662690000000004
7.35424	0.108918	0.0024932129999999998	0.0024932129999999998
7.26512	0.0822883	0.002450009	0.002450009
